Test Date,County,Number Positive,Number Tests
3/1/2020,Albany,0.00,0.00
3/2/2020,Albany,0.00,0.00
3/3/2020,Albany,0.00,0.00
3/4/2020,Albany,0.00,0.00
3/5/2020,Albany,0.00,3.00
3/6/2020,Albany,0.00,0.00
3/7/2020,Albany,0.00,5.00
3/8/2020,Albany,0.00,2.00
3/9/2020,Albany,0.00,3.00
3/10/2020,Albany,0.00,2.00
3/11/2020,Albany,0.00,13.00
3/12/2020,Albany,1.00,11.00
3/13/2020,Albany,2.00,26.00
3/14/2020,Albany,3.00,108.00
3/15/2020,Albany,6.00,108.00
3/16/2020,Albany,11.00,140.00
3/17/2020,Albany,13.00,267.00
3/18/2020,Albany,7.00,331.00
3/19/2020,Albany,18.00,450.00
3/20/2020,Albany,27.00,499.00
3/21/2020,Albany,35.00,577.00
3/22/2020,Albany,4.00,197.00
3/23/2020,Albany,19.00,144.00
3/24/2020,Albany,6.00,198.00
3/25/2020,Albany,19.00,93.00
3/26/2020,Albany,16.00,112.00
3/27/2020,Albany,8.00,101.00
3/28/2020,Albany,10.00,73.00
3/29/2020,Albany,12.00,61.00
3/30/2020,Albany,9.00,72.00
3/31/2020,Albany,14.00,108.00
4/1/2020,Albany,13.00,106.00
4/2/2020,Albany,14.00,105.00
4/3/2020,Albany,26.00,123.00
4/4/2020,Albany,12.00,117.00
4/5/2020,Albany,14.00,89.00
4/6/2020,Albany,14.00,86.00
4/7/2020,Albany,9.00,74.00
4/8/2020,Albany,37.00,229.00
4/9/2020,Albany,47.00,332.00
4/10/2020,Albany,20.00,159.00
4/11/2020,Albany,32.00,223.00
4/12/2020,Albany,21.00,193.00
4/13/2020,Albany,36.00,216.00
4/14/2020,Albany,13.00,106.00
4/15/2020,Albany,33.00,301.00
4/16/2020,Albany,38.00,273.00
4/17/2020,Albany,29.00,291.00
4/18/2020,Albany,34.00,305.00
4/19/2020,Albany,5.00,103.00
4/20/2020,Albany,17.00,164.00
4/21/2020,Albany,33.00,236.00
4/22/2020,Albany,21.00,178.00
4/23/2020,Albany,47.00,319.00
4/24/2020,Albany,94.00,626.00
4/25/2020,Albany,49.00,402.00
4/26/2020,Albany,31.00,263.00
4/27/2020,Albany,30.00,197.00
4/28/2020,Albany,58.00,351.00
4/29/2020,Albany,98.00,439.00
4/30/2020,Albany,39.00,378.00
5/1/2020,Albany,34.00,434.00
5/2/2020,Albany,20.00,441.00
5/3/2020,Albany,29.00,391.00
5/4/2020,Albany,7.00,130.00
5/5/2020,Albany,27.00,367.00
5/6/2020,Albany,27.00,407.00
5/7/2020,Albany,36.00,385.00
5/8/2020,Albany,32.00,488.00
5/9/2020,Albany,16.00,455.00
5/10/2020,Albany,24.00,384.00
5/11/2020,Albany,23.00,341.00
5/12/2020,Albany,15.00,335.00
5/13/2020,Albany,15.00,546.00
5/14/2020,Albany,29.00,541.00
5/15/2020,Albany,34.00,482.00
5/16/2020,Albany,7.00,411.00
5/17/2020,Albany,31.00,342.00
5/18/2020,Albany,45.00,398.00
5/19/2020,Albany,27.00,697.00
5/20/2020,Albany,18.00,650.00
5/21/2020,Albany,56.00,920.00
5/22/2020,Albany,14.00,655.00
5/23/2020,Albany,12.00,438.00
5/24/2020,Albany,9.00,378.00
5/25/2020,Albany,2.00,328.00
5/26/2020,Albany,3.00,369.00
5/27/2020,Albany,18.00,666.00
5/28/2020,Albany,20.00,416.00
5/29/2020,Albany,9.00,521.00
5/30/2020,Albany,17.00,760.00
5/31/2020,Albany,22.00,537.00
6/1/2020,Albany,18.00,618.00
6/2/2020,Albany,20.00,1170.00
6/3/2020,Albany,10.00,817.00
6/4/2020,Albany,11.00,1179.00
6/5/2020,Albany,12.00,1164.00
6/6/2020,Albany,8.00,751.00
6/7/2020,Albany,17.00,1194.00
6/8/2020,Albany,5.00,616.00
6/9/2020,Albany,3.00,569.00
6/10/2020,Albany,10.00,774.00
6/11/2020,Albany,11.00,1103.00
6/12/2020,Albany,9.00,739.00
6/13/2020,Albany,4.00,874.00
6/14/2020,Albany,2.00,496.00
6/15/2020,Albany,4.00,577.00
6/16/2020,Albany,3.00,592.00
6/17/2020,Albany,5.00,843.00
6/18/2020,Albany,15.00,1070.00
6/19/2020,Albany,4.00,610.00
6/20/2020,Albany,1.00,784.00
6/21/2020,Albany,6.00,931.00
6/22/2020,Albany,2.00,427.00
6/23/2020,Albany,3.00,586.00
6/24/2020,Albany,11.00,1325.00
6/25/2020,Albany,8.00,630.00
6/26/2020,Albany,7.00,799.00
6/27/2020,Albany,6.00,762.00
6/28/2020,Albany,2.00,514.00
6/29/2020,Albany,3.00,543.00
6/30/2020,Albany,10.00,731.00
7/1/2020,Albany,13.00,928.00
7/2/2020,Albany,5.00,805.00
7/3/2020,Albany,15.00,970.00
7/4/2020,Albany,7.00,1098.00
7/5/2020,Albany,8.00,626.00
7/6/2020,Albany,4.00,421.00
7/7/2020,Albany,11.00,1020.00
7/8/2020,Albany,8.00,1260.00
7/9/2020,Albany,7.00,625.00
7/10/2020,Albany,18.00,1252.00
7/11/2020,Albany,11.00,815.00
7/12/2020,Albany,6.00,594.00
7/13/2020,Albany,22.00,1139.00
7/14/2020,Albany,33.00,860.00
7/15/2020,Albany,10.00,1065.00
7/16/2020,Albany,20.00,1098.00
7/17/2020,Albany,5.00,816.00
7/18/2020,Albany,3.00,335.00
7/19/2020,Albany,4.00,877.00
7/20/2020,Albany,29.00,1354.00
7/21/2020,Albany,18.00,981.00
7/22/2020,Albany,32.00,975.00
7/23/2020,Albany,25.00,896.00
7/24/2020,Albany,12.00,632.00
7/25/2020,Albany,13.00,817.00
7/26/2020,Albany,2.00,820.00
7/27/2020,Albany,15.00,929.00
7/28/2020,Albany,12.00,843.00
7/29/2020,Albany,13.00,763.00
7/30/2020,Albany,10.00,745.00
7/31/2020,Albany,12.00,1055.00
8/1/2020,Albany,6.00,463.00
8/2/2020,Albany,10.00,529.00
8/3/2020,Albany,12.00,770.00
8/4/2020,Albany,13.00,1218.00
8/5/2020,Albany,9.00,800.00
8/6/2020,Albany,8.00,757.00
8/7/2020,Albany,8.00,946.00
8/8/2020,Albany,14.00,903.00
8/9/2020,Albany,5.00,739.00
8/10/2020,Albany,14.00,1127.00
8/11/2020,Albany,10.00,1451.00
8/12/2020,Albany,12.00,1052.00
8/13/2020,Albany,3.00,1173.00
8/14/2020,Albany,4.00,1109.00
8/15/2020,Albany,11.00,1142.00
8/16/2020,Albany,3.00,700.00
8/17/2020,Albany,4.00,991.00
8/18/2020,Albany,14.00,1197.00
8/19/2020,Albany,9.00,1750.00
8/20/2020,Albany,7.00,1443.00
8/21/2020,Albany,2.00,1336.00
8/22/2020,Albany,6.00,1263.00
8/23/2020,Albany,2.00,490.00
8/24/2020,Albany,10.00,972.00
8/25/2020,Albany,7.00,1042.00
8/26/2020,Albany,18.00,1266.00
8/27/2020,Albany,10.00,1264.00
8/28/2020,Albany,8.00,1183.00
8/29/2020,Albany,10.00,1519.00
8/30/2020,Albany,6.00,594.00
8/31/2020,Albany,16.00,841.00
9/1/2020,Albany,5.00,1116.00
9/2/2020,Albany,11.00,1655.00
9/3/2020,Albany,17.00,899.00
9/4/2020,Albany,4.00,996.00
9/5/2020,Albany,8.00,824.00
9/6/2020,Albany,2.00,727.00
9/7/2020,Albany,7.00,665.00
9/8/2020,Albany,6.00,499.00
9/9/2020,Albany,13.00,724.00
9/10/2020,Albany,23.00,1326.00
9/11/2020,Albany,14.00,1386.00
9/12/2020,Albany,19.00,844.00
9/13/2020,Albany,6.00,555.00
9/14/2020,Albany,15.00,797.00
9/15/2020,Albany,12.00,997.00
9/16/2020,Albany,21.00,1084.00
9/17/2020,Albany,10.00,1229.00
9/18/2020,Albany,27.00,1322.00
9/19/2020,Albany,10.00,1147.00
9/20/2020,Albany,8.00,669.00
9/21/2020,Albany,13.00,776.00
9/22/2020,Albany,6.00,869.00
9/23/2020,Albany,10.00,1519.00
9/24/2020,Albany,10.00,1348.00
9/25/2020,Albany,19.00,1202.00
9/26/2020,Albany,13.00,1091.00
9/27/2020,Albany,9.00,789.00
9/28/2020,Albany,12.00,939.00
9/29/2020,Albany,4.00,925.00
9/30/2020,Albany,13.00,1496.00
10/1/2020,Albany,20.00,1343.00
10/2/2020,Albany,22.00,1783.00
10/3/2020,Albany,15.00,1052.00
10/4/2020,Albany,11.00,833.00
10/5/2020,Albany,17.00,1061.00
10/6/2020,Albany,15.00,1328.00
10/7/2020,Albany,18.00,2089.00
10/8/2020,Albany,17.00,2240.00
10/9/2020,Albany,12.00,2225.00
10/10/2020,Albany,13.00,1823.00
10/11/2020,Albany,11.00,819.00
10/12/2020,Albany,20.00,1393.00
10/13/2020,Albany,19.00,1278.00
10/14/2020,Albany,26.00,1823.00
10/15/2020,Albany,14.00,3007.00
10/16/2020,Albany,15.00,1318.00
10/17/2020,Albany,18.00,1354.00
10/18/2020,Albany,11.00,769.00
10/19/2020,Albany,9.00,997.00
10/20/2020,Albany,24.00,1466.00
10/21/2020,Albany,28.00,1454.00
10/22/2020,Albany,28.00,1856.00
10/23/2020,Albany,33.00,2694.00
10/24/2020,Albany,28.00,1148.00
10/25/2020,Albany,13.00,809.00
10/26/2020,Albany,23.00,1212.00
10/27/2020,Albany,14.00,1082.00
10/28/2020,Albany,33.00,2240.00
10/29/2020,Albany,45.00,2037.00
10/30/2020,Albany,19.00,1581.00
10/31/2020,Albany,26.00,1578.00
11/1/2020,Albany,21.00,905.00
11/2/2020,Albany,31.00,1432.00
11/3/2020,Albany,43.00,1169.00
11/4/2020,Albany,32.00,2982.00
11/5/2020,Albany,65.00,3059.00
11/6/2020,Albany,82.00,2976.00
11/7/2020,Albany,25.00,2845.00
11/8/2020,Albany,46.00,976.00
11/9/2020,Albany,97.00,1767.00
11/10/2020,Albany,60.00,4990.00
11/11/2020,Albany,84.00,2714.00
11/12/2020,Albany,89.00,3923.00
11/13/2020,Albany,89.00,3012.00
11/14/2020,Albany,15.00,1000.00
11/15/2020,Albany,43.00,1955.00
11/16/2020,Albany,81.00,1773.00
11/17/2020,Albany,77.00,1628.00
11/18/2020,Albany,92.00,2566.00
11/19/2020,Albany,84.00,4662.00
11/20/2020,Albany,107.00,2351.00
11/21/2020,Albany,95.00,3915.00
11/22/2020,Albany,40.00,1827.00
11/23/2020,Albany,85.00,2269.00
11/24/2020,Albany,91.00,2282.00
11/25/2020,Albany,102.00,2909.00
11/26/2020,Albany,129.00,2300.00
11/27/2020,Albany,63.00,1911.00
11/28/2020,Albany,94.00,2465.00
11/29/2020,Albany,104.00,2187.00
11/30/2020,Albany,152.00,2826.00
12/1/2020,Albany,170.00,2656.00
12/2/2020,Albany,120.00,2848.00
12/3/2020,Albany,148.00,3002.00
12/4/2020,Albany,165.00,4048.00
12/5/2020,Albany,140.00,2700.00
12/6/2020,Albany,107.00,1453.00
12/7/2020,Albany,173.00,2223.00
12/8/2020,Albany,185.00,1922.00
12/9/2020,Albany,216.00,3015.00
12/10/2020,Albany,163.00,3138.00
12/11/2020,Albany,163.00,2794.00
12/12/2020,Albany,170.00,2708.00
12/13/2020,Albany,162.00,1766.00
12/14/2020,Albany,164.00,1646.00
12/15/2020,Albany,191.00,2463.00
12/16/2020,Albany,208.00,3191.00
12/17/2020,Albany,208.00,3258.00
12/18/2020,Albany,176.00,2498.00
12/19/2020,Albany,177.00,2716.00
12/20/2020,Albany,203.00,2095.00
12/21/2020,Albany,209.00,2519.00
12/22/2020,Albany,200.00,2485.00
12/23/2020,Albany,259.00,2544.00
12/24/2020,Albany,229.00,4015.00
12/25/2020,Albany,215.00,2413.00
12/26/2020,Albany,140.00,1858.00
12/27/2020,Albany,251.00,1657.00
12/28/2020,Albany,232.00,1869.00
12/29/2020,Albany,221.00,2096.00
12/30/2020,Albany,252.00,2845.00
12/31/2020,Albany,332.00,3711.00
1/1/2021,Albany,282.00,2716.00
1/2/2021,Albany,206.00,1950.00
1/3/2021,Albany,188.00,1365.00
1/4/2021,Albany,259.00,2046.00
1/5/2021,Albany,260.00,2403.00
1/6/2021,Albany,298.00,3628.00
1/7/2021,Albany,287.00,3320.00
1/8/2021,Albany,233.00,3553.00
1/9/2021,Albany,266.00,2977.00
1/10/2021,Albany,215.00,2523.00
1/11/2021,Albany,352.00,2895.00
1/12/2021,Albany,211.00,2409.00
1/13/2021,Albany,256.00,2998.00
1/14/2021,Albany,290.00,3947.00
1/15/2021,Albany,251.00,3592.00
1/16/2021,Albany,210.00,2948.00
1/17/2021,Albany,187.00,1963.00
1/18/2021,Albany,175.00,2056.00
1/19/2021,Albany,178.00,2099.00
1/20/2021,Albany,267.00,3998.00
1/21/2021,Albany,257.00,3840.00
1/22/2021,Albany,242.00,3275.00
1/23/2021,Albany,198.00,2808.00
1/24/2021,Albany,135.00,2110.00
1/25/2021,Albany,178.00,2459.00
1/26/2021,Albany,179.00,2405.00
1/27/2021,Albany,212.00,3486.00
1/28/2021,Albany,170.00,3924.00
1/29/2021,Albany,160.00,3700.00
1/30/2021,Albany,182.00,3852.00
1/31/2021,Albany,70.00,1424.00
2/1/2021,Albany,87.00,1272.00
2/2/2021,Albany,80.00,1276.00
2/3/2021,Albany,162.00,2997.00
2/4/2021,Albany,115.00,5240.00
2/5/2021,Albany,129.00,3933.00
2/6/2021,Albany,94.00,2658.00
2/7/2021,Albany,69.00,1714.00
2/8/2021,Albany,80.00,1394.00
2/9/2021,Albany,68.00,1766.00
2/10/2021,Albany,93.00,5082.00
3/1/2020,Allegany,0.00,0.00
3/2/2020,Allegany,0.00,0.00
3/3/2020,Allegany,0.00,0.00
3/4/2020,Allegany,0.00,0.00
3/5/2020,Allegany,0.00,0.00
3/6/2020,Allegany,0.00,0.00
3/7/2020,Allegany,0.00,0.00
3/8/2020,Allegany,0.00,0.00
3/9/2020,Allegany,0.00,0.00
3/10/2020,Allegany,0.00,0.00
3/11/2020,Allegany,0.00,4.00
3/12/2020,Allegany,0.00,1.00
3/13/2020,Allegany,0.00,0.00
3/14/2020,Allegany,0.00,1.00
3/15/2020,Allegany,2.00,5.00
3/16/2020,Allegany,0.00,1.00
3/17/2020,Allegany,0.00,0.00
3/18/2020,Allegany,0.00,3.00
3/19/2020,Allegany,0.00,2.00
3/20/2020,Allegany,0.00,10.00
3/21/2020,Allegany,0.00,10.00
3/22/2020,Allegany,0.00,39.00
3/23/2020,Allegany,0.00,2.00
3/24/2020,Allegany,0.00,5.00
3/25/2020,Allegany,0.00,6.00
3/26/2020,Allegany,0.00,9.00
3/27/2020,Allegany,0.00,4.00
3/28/2020,Allegany,4.00,12.00
3/29/2020,Allegany,1.00,7.00
3/30/2020,Allegany,0.00,4.00
3/31/2020,Allegany,2.00,10.00
4/1/2020,Allegany,3.00,14.00
4/2/2020,Allegany,2.00,18.00
4/3/2020,Allegany,2.00,13.00
4/4/2020,Allegany,0.00,8.00
4/5/2020,Allegany,1.00,8.00
4/6/2020,Allegany,0.00,3.00
4/7/2020,Allegany,4.00,16.00
4/8/2020,Allegany,1.00,12.00
4/9/2020,Allegany,4.00,21.00
4/10/2020,Allegany,0.00,16.00
4/11/2020,Allegany,0.00,11.00
4/12/2020,Allegany,0.00,5.00
4/13/2020,Allegany,2.00,14.00
4/14/2020,Allegany,0.00,10.00
4/15/2020,Allegany,0.00,8.00
4/16/2020,Allegany,1.00,21.00
4/17/2020,Allegany,1.00,15.00
4/18/2020,Allegany,0.00,7.00
4/19/2020,Allegany,0.00,5.00
4/20/2020,Allegany,0.00,9.00
4/21/2020,Allegany,0.00,10.00
4/22/2020,Allegany,0.00,14.00
4/23/2020,Allegany,1.00,10.00
4/24/2020,Allegany,4.00,61.00
4/25/2020,Allegany,0.00,12.00
4/26/2020,Allegany,0.00,9.00
4/27/2020,Allegany,0.00,14.00
4/28/2020,Allegany,0.00,26.00
4/29/2020,Allegany,0.00,18.00
4/30/2020,Allegany,0.00,20.00
5/1/2020,Allegany,0.00,11.00
5/2/2020,Allegany,0.00,18.00
5/3/2020,Allegany,0.00,14.00
5/4/2020,Allegany,0.00,31.00
5/5/2020,Allegany,0.00,22.00
5/6/2020,Allegany,0.00,40.00
5/7/2020,Allegany,0.00,33.00
5/8/2020,Allegany,0.00,18.00
5/9/2020,Allegany,1.00,20.00
5/10/2020,Allegany,2.00,35.00
5/11/2020,Allegany,4.00,41.00
5/12/2020,Allegany,2.00,39.00
5/13/2020,Allegany,0.00,53.00
5/14/2020,Allegany,0.00,44.00
5/15/2020,Allegany,0.00,27.00
5/16/2020,Allegany,0.00,36.00
5/17/2020,Allegany,0.00,89.00
5/18/2020,Allegany,0.00,28.00
5/19/2020,Allegany,0.00,49.00
5/20/2020,Allegany,0.00,68.00
5/21/2020,Allegany,0.00,47.00
5/22/2020,Allegany,0.00,26.00
5/23/2020,Allegany,0.00,33.00
5/24/2020,Allegany,0.00,53.00
5/25/2020,Allegany,0.00,28.00
5/26/2020,Allegany,1.00,96.00
5/27/2020,Allegany,0.00,98.00
5/28/2020,Allegany,0.00,60.00
5/29/2020,Allegany,0.00,64.00
5/30/2020,Allegany,0.00,51.00
5/31/2020,Allegany,3.00,100.00
6/1/2020,Allegany,0.00,160.00
6/2/2020,Allegany,1.00,181.00
6/3/2020,Allegany,0.00,131.00
6/4/2020,Allegany,2.00,154.00
6/5/2020,Allegany,0.00,309.00
6/6/2020,Allegany,0.00,98.00
6/7/2020,Allegany,0.00,149.00
6/8/2020,Allegany,0.00,220.00
6/9/2020,Allegany,1.00,128.00
6/10/2020,Allegany,1.00,137.00
6/11/2020,Allegany,0.00,163.00
6/12/2020,Allegany,1.00,144.00
6/13/2020,Allegany,0.00,103.00
6/14/2020,Allegany,1.00,65.00
6/15/2020,Allegany,0.00,120.00
6/16/2020,Allegany,0.00,134.00
6/17/2020,Allegany,2.00,77.00
6/18/2020,Allegany,1.00,220.00
6/19/2020,Allegany,0.00,166.00
6/20/2020,Allegany,0.00,66.00
6/21/2020,Allegany,0.00,114.00
6/22/2020,Allegany,0.00,142.00
6/23/2020,Allegany,0.00,104.00
6/24/2020,Allegany,0.00,131.00
6/25/2020,Allegany,0.00,109.00
6/26/2020,Allegany,0.00,55.00
6/27/2020,Allegany,1.00,74.00
6/28/2020,Allegany,0.00,157.00
6/29/2020,Allegany,0.00,194.00
6/30/2020,Allegany,2.00,78.00
7/1/2020,Allegany,1.00,48.00
7/2/2020,Allegany,1.00,105.00
7/3/2020,Allegany,0.00,75.00
7/4/2020,Allegany,0.00,97.00
7/5/2020,Allegany,0.00,93.00
7/6/2020,Allegany,0.00,87.00
7/7/2020,Allegany,1.00,205.00
7/8/2020,Allegany,0.00,91.00
7/9/2020,Allegany,0.00,78.00
7/10/2020,Allegany,2.00,106.00
7/11/2020,Allegany,0.00,107.00
7/12/2020,Allegany,0.00,88.00
7/13/2020,Allegany,2.00,243.00
7/14/2020,Allegany,1.00,97.00
7/15/2020,Allegany,1.00,80.00
7/16/2020,Allegany,1.00,72.00
7/17/2020,Allegany,0.00,111.00
7/18/2020,Allegany,0.00,78.00
7/19/2020,Allegany,0.00,72.00
7/20/2020,Allegany,1.00,97.00
7/21/2020,Allegany,0.00,171.00
7/22/2020,Allegany,0.00,130.00
7/23/2020,Allegany,2.00,112.00
7/24/2020,Allegany,0.00,138.00
7/25/2020,Allegany,0.00,75.00
7/26/2020,Allegany,0.00,58.00
7/27/2020,Allegany,0.00,53.00
7/28/2020,Allegany,0.00,212.00
7/29/2020,Allegany,0.00,100.00
7/30/2020,Allegany,0.00,65.00
7/31/2020,Allegany,0.00,102.00
8/1/2020,Allegany,0.00,118.00
8/2/2020,Allegany,1.00,63.00
8/3/2020,Allegany,0.00,153.00
8/4/2020,Allegany,1.00,178.00
8/5/2020,Allegany,2.00,118.00
8/6/2020,Allegany,1.00,128.00
8/7/2020,Allegany,0.00,110.00
8/8/2020,Allegany,0.00,65.00
8/9/2020,Allegany,1.00,71.00
8/10/2020,Allegany,0.00,325.00
8/11/2020,Allegany,0.00,95.00
8/12/2020,Allegany,0.00,74.00
8/13/2020,Allegany,0.00,90.00
8/14/2020,Allegany,0.00,141.00
8/15/2020,Allegany,0.00,118.00
8/16/2020,Allegany,0.00,66.00
8/17/2020,Allegany,0.00,169.00
8/18/2020,Allegany,0.00,242.00
8/19/2020,Allegany,1.00,94.00
8/20/2020,Allegany,3.00,149.00
8/21/2020,Allegany,0.00,145.00
8/22/2020,Allegany,1.00,93.00
8/23/2020,Allegany,0.00,47.00
8/24/2020,Allegany,1.00,199.00
8/25/2020,Allegany,0.00,258.00
8/26/2020,Allegany,1.00,180.00
8/27/2020,Allegany,0.00,236.00
8/28/2020,Allegany,1.00,180.00
8/29/2020,Allegany,1.00,149.00
8/30/2020,Allegany,0.00,94.00
8/31/2020,Allegany,0.00,355.00
9/1/2020,Allegany,0.00,122.00
9/2/2020,Allegany,1.00,253.00
9/3/2020,Allegany,0.00,220.00
9/4/2020,Allegany,2.00,126.00
9/5/2020,Allegany,0.00,51.00
9/6/2020,Allegany,0.00,102.00
9/7/2020,Allegany,0.00,194.00
9/8/2020,Allegany,0.00,156.00
9/9/2020,Allegany,1.00,86.00
9/10/2020,Allegany,0.00,230.00
9/11/2020,Allegany,1.00,135.00
9/12/2020,Allegany,0.00,51.00
9/13/2020,Allegany,0.00,106.00
9/14/2020,Allegany,0.00,121.00
9/15/2020,Allegany,0.00,232.00
9/16/2020,Allegany,0.00,86.00
9/17/2020,Allegany,1.00,169.00
9/18/2020,Allegany,1.00,115.00
9/19/2020,Allegany,2.00,165.00
9/20/2020,Allegany,1.00,145.00
9/21/2020,Allegany,0.00,230.00
9/22/2020,Allegany,0.00,135.00
9/23/2020,Allegany,2.00,161.00
9/24/2020,Allegany,2.00,129.00
9/25/2020,Allegany,3.00,301.00
9/26/2020,Allegany,0.00,137.00
9/27/2020,Allegany,0.00,129.00
9/28/2020,Allegany,2.00,170.00
9/29/2020,Allegany,6.00,139.00
9/30/2020,Allegany,5.00,140.00
10/1/2020,Allegany,3.00,207.00
10/2/2020,Allegany,2.00,435.00
10/3/2020,Allegany,0.00,153.00
10/4/2020,Allegany,1.00,67.00
10/5/2020,Allegany,3.00,330.00
10/6/2020,Allegany,2.00,314.00
10/7/2020,Allegany,1.00,309.00
10/8/2020,Allegany,10.00,203.00
10/9/2020,Allegany,3.00,137.00
10/10/2020,Allegany,6.00,266.00
10/11/2020,Allegany,1.00,110.00
10/12/2020,Allegany,5.00,434.00
10/13/2020,Allegany,5.00,379.00
10/14/2020,Allegany,15.00,355.00
10/15/2020,Allegany,12.00,191.00
10/16/2020,Allegany,12.00,342.00
10/17/2020,Allegany,5.00,182.00
10/18/2020,Allegany,7.00,120.00
10/19/2020,Allegany,8.00,195.00
10/20/2020,Allegany,4.00,627.00
10/21/2020,Allegany,19.00,206.00
10/22/2020,Allegany,21.00,485.00
10/23/2020,Allegany,5.00,312.00
10/24/2020,Allegany,2.00,128.00
10/25/2020,Allegany,16.00,148.00
10/26/2020,Allegany,2.00,136.00
10/27/2020,Allegany,19.00,464.00
10/28/2020,Allegany,6.00,591.00
10/29/2020,Allegany,22.00,628.00
10/30/2020,Allegany,5.00,256.00
10/31/2020,Allegany,7.00,85.00
11/1/2020,Allegany,16.00,358.00
11/2/2020,Allegany,10.00,227.00
11/3/2020,Allegany,5.00,477.00
11/4/2020,Allegany,10.00,704.00
11/5/2020,Allegany,25.00,245.00
11/6/2020,Allegany,41.00,296.00
11/7/2020,Allegany,14.00,187.00
11/8/2020,Allegany,2.00,59.00
11/9/2020,Allegany,13.00,263.00
11/10/2020,Allegany,19.00,799.00
11/11/2020,Allegany,40.00,715.00
11/12/2020,Allegany,46.00,432.00
11/13/2020,Allegany,39.00,272.00
11/14/2020,Allegany,16.00,97.00
11/15/2020,Allegany,6.00,125.00
11/16/2020,Allegany,17.00,196.00
11/17/2020,Allegany,25.00,302.00
11/18/2020,Allegany,17.00,1511.00
11/19/2020,Allegany,49.00,2048.00
11/20/2020,Allegany,49.00,1098.00
11/21/2020,Allegany,39.00,505.00
11/22/2020,Allegany,10.00,274.00
11/23/2020,Allegany,13.00,290.00
11/24/2020,Allegany,38.00,422.00
11/25/2020,Allegany,23.00,389.00
11/26/2020,Allegany,53.00,456.00
11/27/2020,Allegany,14.00,150.00
11/28/2020,Allegany,22.00,397.00
11/29/2020,Allegany,23.00,328.00
11/30/2020,Allegany,16.00,197.00
12/1/2020,Allegany,11.00,338.00
12/2/2020,Allegany,26.00,298.00
12/3/2020,Allegany,32.00,344.00
12/4/2020,Allegany,55.00,376.00
12/5/2020,Allegany,42.00,401.00
12/6/2020,Allegany,15.00,132.00
12/7/2020,Allegany,3.00,94.00
12/8/2020,Allegany,44.00,737.00
12/9/2020,Allegany,20.00,343.00
12/10/2020,Allegany,44.00,342.00
12/11/2020,Allegany,27.00,338.00
12/12/2020,Allegany,18.00,154.00
12/13/2020,Allegany,8.00,113.00
12/14/2020,Allegany,24.00,166.00
12/15/2020,Allegany,24.00,535.00
12/16/2020,Allegany,17.00,240.00
12/17/2020,Allegany,34.00,398.00
12/18/2020,Allegany,35.00,411.00
12/19/2020,Allegany,22.00,221.00
12/20/2020,Allegany,17.00,128.00
12/21/2020,Allegany,31.00,264.00
12/22/2020,Allegany,20.00,246.00
12/23/2020,Allegany,35.00,372.00
12/24/2020,Allegany,31.00,288.00
12/25/2020,Allegany,26.00,201.00
12/26/2020,Allegany,12.00,231.00
12/27/2020,Allegany,17.00,114.00
12/28/2020,Allegany,14.00,149.00
12/29/2020,Allegany,20.00,158.00
12/30/2020,Allegany,49.00,432.00
12/31/2020,Allegany,45.00,279.00
1/1/2021,Allegany,18.00,255.00
1/2/2021,Allegany,33.00,253.00
1/3/2021,Allegany,20.00,169.00
1/4/2021,Allegany,14.00,152.00
1/5/2021,Allegany,21.00,257.00
1/6/2021,Allegany,33.00,270.00
1/7/2021,Allegany,51.00,372.00
1/8/2021,Allegany,29.00,209.00
1/9/2021,Allegany,28.00,226.00
1/10/2021,Allegany,72.00,472.00
1/11/2021,Allegany,31.00,426.00
1/12/2021,Allegany,12.00,280.00
1/13/2021,Allegany,19.00,225.00
1/14/2021,Allegany,29.00,460.00
1/15/2021,Allegany,27.00,311.00
1/16/2021,Allegany,15.00,449.00
1/17/2021,Allegany,19.00,159.00
1/18/2021,Allegany,19.00,335.00
1/19/2021,Allegany,9.00,422.00
1/20/2021,Allegany,19.00,330.00
1/21/2021,Allegany,19.00,303.00
1/22/2021,Allegany,29.00,536.00
1/23/2021,Allegany,17.00,357.00
1/24/2021,Allegany,21.00,306.00
1/25/2021,Allegany,16.00,306.00
1/26/2021,Allegany,17.00,455.00
1/27/2021,Allegany,19.00,406.00
1/28/2021,Allegany,9.00,432.00
1/29/2021,Allegany,12.00,681.00
1/30/2021,Allegany,25.00,590.00
1/31/2021,Allegany,8.00,255.00
2/1/2021,Allegany,8.00,250.00
2/2/2021,Allegany,17.00,498.00
2/3/2021,Allegany,18.00,374.00
2/4/2021,Allegany,23.00,2950.00
2/5/2021,Allegany,13.00,509.00
2/6/2021,Allegany,18.00,442.00
2/7/2021,Allegany,7.00,341.00
2/8/2021,Allegany,8.00,88.00
2/9/2021,Allegany,12.00,2480.00
2/10/2021,Allegany,11.00,1844.00
3/1/2020,Bronx,0.00,0.00
3/2/2020,Bronx,0.00,0.00
3/3/2020,Bronx,0.00,1.00
3/4/2020,Bronx,0.00,0.00
3/5/2020,Bronx,0.00,5.00
3/6/2020,Bronx,0.00,6.00
3/7/2020,Bronx,0.00,17.00
3/8/2020,Bronx,1.00,16.00
3/9/2020,Bronx,4.00,31.00
3/10/2020,Bronx,0.00,47.00
3/11/2020,Bronx,2.00,31.00
3/12/2020,Bronx,3.00,36.00
3/13/2020,Bronx,10.00,99.00
